testCompanyName=n_BERT_CM_epoch7,testCompanyName=n_BERT_NoPT_epoch7,testCompanyName=n_BERT_SM_epoch7,testCompanyName=n_BERT_WWM_epoch7,testCompanyName=n_Araci_CM_epoch7,testCompanyName=n_Araci_NoPT_epoch7,testCompanyName=n_Araci_SM_epoch7,testCompanyName=n_Araci_WWM_epoch7,testCompanyName=n_Yang_CM_epoch7,testCompanyName=n_Yang_NoPT_epoch7,testCompanyName=n_Yang_SM_epoch7,testCompanyName=n_Yang_WWM_epoch7,testCompanyName=n_SECBERT_CM_epoch7,testCompanyName=n_SECBERT_NoPT_epoch7,testCompanyName=n_SECBERT_SM_epoch7,testCompanyName=n_SECBERT_WWM_epoch7
74.28,79.32000000000001,76.67999999999999,76.12,79.39999999999999,74.02,79.74,78.06,77.90000000000002,76.78,79.32000000000001,78.96000000000001,79.2,78.14,76.60000000000001,76.84
77.84,79.58000000000001,79.50000000000001,78.3,79.98,73.8,79.80000000000001,79.62,79.0,78.74000000000001,79.72000000000001,80.06,80.80000000000001,77.92,78.26,78.02
77.72,77.12,78.74000000000001,77.24,77.88,76.64,78.82000000000001,78.52,78.46,78.32000000000001,79.28,79.36,79.84000000000002,76.96000000000001,78.24000000000001,75.9
78.88000000000001,76.53999999999999,78.6,76.24000000000001,78.98000000000002,74.11999999999999,79.62,77.64,78.58000000000001,78.96000000000001,79.22,78.76,79.64,77.4,77.48,76.66000000000001
78.98,77.06,79.83999999999999,78.62,79.96000000000001,76.74000000000001,80.32000000000001,78.08,79.52000000000001,78.7,80.02,80.06,80.08000000000001,77.66,76.24000000000001,78.72
79.17999999999999,80.25999999999999,80.0,80.5,79.42000000000002,77.53999999999999,79.42000000000002,79.92,77.98,79.34,78.96000000000001,80.12,79.25999999999999,80.10000000000002,77.06000000000002,78.92000000000002
78.3,81.61999999999999,78.78,79.3,80.04,79.56,79.28,80.54,77.12,80.94000000000001,81.78,82.02000000000001,80.0,81.34,80.1,80.24
77.88285714285715,78.78571428571429,78.87714285714286,78.0457142857143,79.38000000000001,76.06000000000002,79.57142857142857,78.91142857142857,78.36571428571429,78.8257142857143,79.75714285714285,79.9057142857143,79.83142857142857,78.50285714285715,77.71142857142857,77.89999999999999
